8847615,"Wine - White, Ej",8,2.53,3647
1776421,Longos - Cheese Tortellini,113,5.87,9143
8768485,Yukon Jack,157,5.1,2717
8348460,Cookie Dough - Chocolate Chip,144,4.96,8631
3354377,Yokaline,76,5.78,4437
1439629,Rabbit - Saddles,64,6.05,8273
8835217,Bread - Bistro White,113,5.62,2717
4693110,"Cheese - Cheddar, Medium",152,3.15,2648
9133572,Cake - Sheet Strawberry,11,2.25,5949
1215567,Lamb Leg - Bone - In Nz,56,4.35,6584
3564759,Beef - Tenderloin - Aa,94,6.91,8216
1007986,Bread - Crusty Italian Poly,89,7.85,1521
5318263,Hummus - Spread,102,8.54,3154
7806337,English Muffin,107,0.47,6584
8307876,"Cheese - Havarti, Roasted Garlic",79,5.52,9303
9284766,Ecolab - Balanced Fusion,72,8.68,2648
5939624,Coffee - Ristretto Coffee Capsule,58,3.2,5976
4897065,Mustard - Dijon,169,2.74,8474
9805283,Kiwi,28,4.35,7356
7373801,Crackers - Melba Toast,151,6.85,3647
8507036,Vodka - Smirnoff,0,8.29,1785
4264415,Mustard - Dijon,172,1.2,4437
3013699,"Juice - Tomato, 10 Oz",33,8.64,8216
1239126,"Cheese - Havarti, Salsa",46,5.04,7938
2276457,"Wine - White, French Cross",67,1.44,6915
8703733,Beef - Ground Medium,0,8.98,4465
9784659,Eel Fresh,133,7.79,5420
7764688,Cheese - Ricotta,0,5.78,4252
7889772,"Doilies - 12, Paper",63,1.67,3615
3872177,Bread - Malt,52,1.63,9152
8633057,Sour Cream,93,6.23,9303
2822505,Bread Bowl Plain,149,0.7,3615
2249685,Rosemary - Fresh,146,9.04,8216
7340938,Salt - Kosher,22,9.13,5976
6476135,"Mushroom - Morels, Dry",156,7.61,9320
1876999,"Shrimp, Dried, Small / Lb",11,7.24,1521
8211292,Veal - Slab Bacon,0,9.74,2903
5534927,Coffee - Flavoured,77,2.47,7800
3305549,Juice - Lagoon Mango,7,2.37,4465
6793112,"Ranchero - Primerba, Paste",129,8.69,4437
3520639,Bread - Italian Roll With Herbs,6,3.06,7356
6085788,Energy Drink - Franks Pineapple,159,7.46,9732
7557697,Spaghetti Squash,106,2.67,9090
7114657,"Asparagus - White, Canned",152,6.39,4418
3460001,Corn Syrup,78,9.52,8474
3123130,Bread - Rye,4,1.81,3594
1274910,Pepper - Scotch Bonnet,93,2.4,6915
1909377,"Star Anise, Whole",142,8.45,2250
9651897,"Veal - Insides, Grains",37,1.8,4418
9727419,Longos - Assorted Sandwich,99,7.59,6915
8962361,Cocoa Butter,161,2.25,5013
9355102,Compound - Raspberry,135,9.77,2717
2735181,Bread - Multigrain,155,4.81,9090
9389053,Table Cloth 90x90 White,122,9.3,1785
6566440,Cookies - Englishbay Wht,21,2.58,8474
7407788,Chinese Foods - Pepper Beef,126,8.11,7356
6884238,Flour Dark Rye,132,9.6,8631
1731485,Wine - Cotes Du Rhone,14,8.81,6584
5424043,"Pork - Bacon, Sliced",0,4.41,9320
3084072,Coffee - Cafe Moreno,97,9.45,2903
5380612,"Wine - Mas Chicet Rose, Vintage",149,1.26,3615
4018893,Lobster - Base,14,7.28,7800
8295311,Rhubarb,105,4.31,7938
2705631,"Trout - Rainbow, Fresh",159,3.55,2905
6095804,Mix - Cocktail Ice Cream,144,6.26,8631
7341077,Foil - Round Foil,86,9.02,9303
1029006,Tomato - Plum With Basil,162,4.42,5949
3637979,Container - Hngd Cll Blk 7x7x3,97,9.02,4437
4897967,Wakami Seaweed,152,0.97,8631
3398481,Butter Ripple - Phillips,112,8.51,8924
2356553,Soup - Campbells Pasta Fagioli,39,8.47,8474
1126471,Pepper - Roasted Red,141,2.08,2717
9371744,Flour - Rye,111,2.8,3594
1541750,Ecolab Crystal Fusion,0,8.23,6584
3276291,Bay Leaf,103,2.74,1521
7442149,Tea - Mint,172,7.88,1660
9313174,"Tart Shells - Savory, 3",145,0.48,5949
3104173,Pepsi - 600ml,41,7.27,8474
1954970,Nut - Pumpkin Seeds,23,1.38,1903
2464995,Sugar - Monocystal / Rock,135,4.03,4561
5279168,Salmon Steak - Cohoe 8 Oz,109,2.54,7800
8386521,Pastry - Baked Scones - Mini,102,3.02,3917
3414891,Pea - Snow,132,1.83,6915
5953142,Veal - Ground,95,8.9,9090
5805670,Wine - Saint Emilion Calvet,75,4.88,8216
8299686,"Wine - White, Antinore Orvieto",165,0.51,3154
3897796,Soup - French Onion,68,6.73,7356
4055812,Gherkin,116,0.8,5949
4445142,Yams,174,3.47,1521
2762072,Yoghurt Tubes,28,6.85,3594
8150626,"Nut - Pine Nuts, Whole",49,7.91,3917
9012440,Pear - Halves,102,9.88,6584
6624477,Cake - Dulce De Leche,73,5.33,7356
8523140,Beef Tenderloin Aaa,46,9.2,8924
8989394,Clam - Cherrystone,154,4.57,9143
6201025,"Pepper - Green, Chili",89,9.68,6584
4668399,Bag Clear 10 Lb,33,1.74,7800
9410848,"Salmon - Atlantic, No Skin",43,3.44,3154
2594837,Kale - Red,148,8.61,2717
5877290,"Pork - Loin, Center Cut",75,4.13,8216
3025136,Sprouts - Pea,18,3.62,4418
9964821,Lettuce - Escarole,15,7.64,9090
7291970,Pork - European Side Bacon,0,4.62,2903
3801319,Pork - Hock And Feet Attached,153,3.45,9732
6724802,"Pork - Bacon,back Peameal",58,8.33,1903
8830966,Lettuce - Treviso,47,6.7,1521
2754414,Breakfast Quesadillas,95,5.19,5420
5233005,Wine - Acient Coast Caberne,126,1.22,4252
8228508,"Wine - Red, Black Opal Shiraz",174,8.09,3594
2977343,Hipnotiq Liquor,0,7.08,5420
7394557,Strawberries,27,6.96,3154
1983556,Vaccum Bag 10x13,37,6.15,9320
8656720,Red Currant Jelly,0,4.79,2250
7262725,Longos - Penne With Pesto,49,7.8,2905
8023036,Mace Ground,115,0.54,4561
3783652,Capon - Whole,142,2.43,4252
9220705,Bandage - Flexible Neon,14,8.71,3917
7472584,Extract - Raspberry,43,1.07,9090
5752634,Chocolate - Compound Coating,9,4.38,3917
9944626,Rabbit - Saddles,152,4.65,5420
9460727,Apples - Sliced / Wedge,148,3.86,8573
5948808,Pork - Ham Hocks - Smoked,154,3.25,2648
2621813,"Placemat - Scallop, White",152,8.53,2905
5595384,Lemon Grass,0,9.4,6915
6359011,"Bread - Rolls, Rye",43,7.42,2717
9868752,Longos - Grilled Veg Sandwiches,9,8.84,8924
5792507,Paste - Black Olive,137,0.46,9152
3744592,Isomalt,85,1.3,4465
2930931,"Yogurt - Peach, 175 Gr",111,7.69,9732
8088319,Carbonated Water - Blackberry,21,0.66,9143
4252588,"Coconut - Shredded, Sweet",125,0.73,6584
2183354,Sauce - Chili,4,4.18,7800
3506237,Sprouts - Onion,109,0.86,2250
7484231,Lamb - Ground,168,4.84,9090
2122283,Sobe - Cranberry Grapefruit,2,9.37,2717
1580450,Dawn Professionl Pot And Pan,67,4.09,5976
5973678,Apple - Macintosh,72,5.41,9303
9703538,Cookies Almond Hazelnut,79,4.93,4418
2296229,Salmon - Canned,0,2.3,6915
5898842,Pastry - Baked Scones - Mini,133,5.52,4561
1402118,Bacardi Breezer - Tropical,136,4.71,5976
7881245,Zucchini - Yellow,43,6.08,9320
9159794,Pepper - Orange,57,8.6,1660
4464605,Flower - Carnations,109,1.9,5976
3095170,"Wine - Red, Cabernet Sauvignon",92,9.15,9732
6738283,Banana Turning,136,9.35,8573
2926308,Lettuce - California Mix,78,7.71,8631
2539583,Monkfish Fresh - Skin Off,86,5.87,4418
1393480,"Pork - Loin, Center Cut",77,5.91,4418
3082675,Sprouts - Corn,158,8.08,8474
5090308,Strawberries,124,8.04,4418
3776487,"Lamb - Shoulder, Boneless",165,1.8,9732
5384861,Beef - Rib Eye Aaa,39,1.26,5013
7657395,Longos - Grilled Chicken With,107,2.11,8474
2440107,"Bread - Roll, Whole Wheat",77,7.48,2648
1474329,Ice Cream - Life Savers,148,7.66,8631
6835173,"Pasta - Orzo, Dry",58,2.48,9152
8662823,Veal - Eye Of Round,0,5.47,9152
3034756,Chicken - Whole Fryers,0,6.54,5420
1160717,Kiwi Gold Zespri,49,2.85,3154
2605441,Pork - Liver,21,5.42,9090
8680353,Crackers - Melba Toast,56,3.69,2250
5413417,"Pork - Loin, Center Cut",34,7.05,6915
6867004,"Wine - White, French Cross",98,8.85,8474
5848852,Tofu - Firm,171,0.87,9732
9895465,Bread - Pumpernickel,6,7.5,2648
6081943,Ice Cream - Super Sandwich,0,8.01,2717
4694790,Beer - Sleeman Fine Porter,155,7.53,2717
6659777,Lobster - Live,83,5.1,3594
6584170,"Salmon - Atlantic, No Skin",72,7.56,3615
4493060,Eggs - Extra Large,5,2.05,8924
4272324,Lady Fingers,75,2.72,3154
5996177,"Chocolate - Pistoles, Lactee, Milk",93,6.01,2905
5357210,Ginger - Pickled,13,9.49,4437
3498452,Wakami Seaweed,25,2.07,9320
9653964,Bread - Raisin,0,8.05,7938
3573377,Crackers - Trio,31,0.66,9152
1316831,Dooleys Toffee,0,8.42,8216
6120942,Wine - Marlbourough Sauv Blanc,161,3.47,9090
5347403,"Wine - White, Colubia Cresh",16,4.2,1660
3751700,Sea Bass - Whole,49,9.55,8631
5980261,Pork - Sausage Casing,162,2.04,7800
3411468,Anchovy Paste - 56 G Tube,124,2.93,5976
5895636,"Pasta - Fusili, Dry",83,6.44,5976
6177427,Potatoes - Mini White 3 Oz,0,9.02,1660
6741447,Cheese - Goat,49,1.16,1903
2773763,"Sugar - Sweet N Low, Individual",92,2.07,8631
7652435,"Pasta - Tortellini, Fresh",103,1.95,9143
5823220,Hand Towel,37,9.27,1903
7108712,Prunes - Pitted,98,9.06,2905
1082124,"Chicken - White Meat, No Tender",54,2.43,8924
5963133,Cheese - Mozzarella,9,4.77,4465
5198058,Cheese - Comte,19,3.24,1521
1817527,Flavouring - Rum,58,6.83,9090
5860172,"Wine - White, Chardonnay",2,4.69,8924
7896649,"Salt - Rock, Course",125,2.93,2903
7373749,Carbonated Water - Cherry,136,7.82,4252
3770272,"Yogurt - Raspberry, 175 Gr",6,3.44,4252
7916471,"Liners - Banana, Paper",61,4.13,5420
2113186,Vinegar - Champagne,77,9.99,8924
8218484,Pears - Anjou,117,8.2,7356
7780126,Crawfish,172,2.87,6584
9078060,Cake - Cheese Cake 9 Inch,0,6.71,8631
1515693,Teriyaki Sauce,45,0.72,4252
4964762,Lamb Shoulder Boneless Nz,9,9.75,1521
9289574,Greens Mustard,164,7.11,1785
8874714,Nantucket - Kiwi Berry Cktl.,59,0.38,9732
2727466,Puree - Mango,112,4.88,2648
8352104,"Radish - Black, Winter, Organic",139,8.26,9143
9668625,Aspic - Light,126,2.61,3917
2267491,Soupfoamcont12oz 112con,73,3.67,8631
6178480,"Napkin - Dinner, White",147,4.99,8273
5240656,Beef Cheek Fresh,0,6.37,1660
4336253,Sorrel - Fresh,103,6.32,2250
3572968,Marjoram - Fresh,175,5.49,1785
4931280,Bread Crumbs - Panko,74,3,8273
8474688,Foil - Round Foil,93,6.95,9152
9841435,"Beef - Tongue, Cooked",108,2.86,4252
6497974,Cherries - Frozen,65,3.11,1903
7420441,Chutney Sauce,91,5.17,9143
2760862,Wine - Riesling Alsace Ac 2001,115,0.72,6915
6828599,"Yogurt - Banana, 175 Gr",7,0.29,5420
6406889,Sterno - Chafing Dish Fuel,101,5.21,2250
5134304,"Sauce - White, Mix",165,1.89,5976
4571189,Cake - Cheese Cake 9 Inch,158,6.22,2250
9778222,Lettuce - Radicchio,165,2.09,1903
1437822,Water - San Pellegrino,111,3.84,4437
2155065,Tea - Jasmin Green,119,5.31,1903
3407613,"Shrimp - 16/20, Iqf, Shell On",1,7.31,2903
4225329,Wine - Muscadet Sur Lie,132,1.3,7800
9868396,Plate Pie Foil,64,6.03,9143
7894971,Apple - Fuji,107,8.25,4418
7681090,Brandy - Bar,162,6.18,7800
7731729,"Wine - Red, Cabernet Merlot",12,5.56,8273
3335632,Pork Loin Bine - In Frenched,47,3,7356
2568324,Venison - Liver,143,0.46,4465
4702687,Ice Cream Bar - Hagen Daz,168,8.02,2250
5865580,Salt And Pepper Mix - Black,9,4.95,2648
8044832,Mushroom - Crimini,121,3.02,9143
6152829,Beef Flat Iron Steak,79,5.58,4465
9513004,Icecream Cone - Areo Chocolate,158,2.11,1903
7453808,Numi - Assorted Teas,72,1.98,7800
6754159,Bread Base - Italian,133,7.56,3917
7710345,Ecolab Crystal Fusion,48,5.26,9152
6305534,Lettuce - Escarole,58,3.94,9143
8982231,Grapes - Red,88,8.81,2717
9044903,Fenngreek Seed,75,2.38,2903
8669956,Sambuca - Opal Nera,167,5.14,2903
7436839,"Veal - Round, Eye Of",165,6.67,1785
9252203,Lid - 3oz Med Rec,69,6.23,3917
3202144,Wild Boar - Tenderloin,0,6.89,8216
7566394,Table Cloth 90x90 Colour,64,9.82,2717
4819785,Oil - Sesame,141,7.2,4465
2782881,Otomegusa Dashi Konbu,0,7.05,1521
7294871,Cheese - Taleggio D.o.p.,117,0.81,8216
8122512,"Flour - Buckwheat, Dark",142,8.89,8631
7002275,Corn Kernels - Frozen,158,0.83,1660
2350421,"Bread - Rolls, Rye",95,4.17,5013
5320696,Creme De Cacao Mcguines,81,1.45,3647
4495647,"Nut - Cashews, Whole, Raw",79,7.82,9320
2471710,Smoked Paprika,173,6.19,1521
9888621,"Garlic - Primerba, Paste",116,6.4,8216
4540002,Slt - Individual Portions,144,8.84,9143
6906426,Wine - Duboeuf Beaujolais,37,8.47,6915
8376080,Cactus Pads,49,1.08,1660
6510179,"Turkey - Breast, Smoked",0,7.98,8573
6905335,Cactus Pads,43,7.49,9732
4591972,"Syrup - Monin, Amaretta",64,7.75,9320
2145143,Oil - Sesame,0,7.83,3594
9925118,Wine - Cotes Du Rhone Parallele,146,9.74,9152
2326056,Sugar - Fine,96,0.57,7938
2169882,Wine - Sogrape Mateus Rose,142,3.7,9143
3443299,Honey - Comb,22,0.85,8273
6446777,"Pasta - Cappellini, Dry",79,6.23,2250
5929248,Kolrabi,6,0.79,4437
3798348,"Soup - Knorr, Ministrone",25,5.57,3647
8851588,"Octopus - Baby, Cleaned",107,4.68,1785
1947923,Grapes - Red,2,9.14,5976
7362244,Flour - Masa De Harina Mexican,76,6.21,2903
6751168,"Bread - Bagels, Mini",28,8.87,8631
4028906,Rice - Wild,155,7.23,4437
9185244,"Stock - Veal, Brown",144,1.39,4561
3941291,Skewers - Bamboo,44,8.31,7938
4242629,Bar Nature Valley,41,2.92,8474
5343244,Fudge - Chocolate Fudge,154,8.09,9732
2746305,Apricots Fresh,165,9.93,7356
1537292,Relish,164,2.81,5976
4072353,Curry Powder,24,3.2,7938
7144299,Lid - 0090 Clear,166,2.38,9152
1848652,Noodles - Steamed Chow Mein,65,5.14,4561
5060979,Scallops 60/80 Iqf,28,2.94,3917
4179710,"Shrimp - Baby, Warm Water",0,0.33,8924
2822984,Cheese - St. Paulin,121,8.06,8573
9295765,"Stock - Veal, Brown",126,5.72,2648
8069323,Oil - Grapeseed Oil,42,4,9303
6077342,"Shrimp - 21/25, Peel And Deviened",37,2.52,1903
7969423,Beans - Soya Bean,22,7.29,4465
8600966,Beans - French,12,7.96,8273
2597176,Plasticknivesblack,134,8.42,1660
7462287,"Wine - Red, Cooking",175,4.06,4465
6853861,"Lid - High Heat, Super Clear",165,3.69,3647
2508264,Corn Kernels - Frozen,165,3,9320
2156890,Mushroom - King Eryingii,54,9.48,8924
2234201,Pork - Liver,81,3,2250
6759416,Cheese - Valancey,57,2.55,8273
1533341,Wine - Clavet Saint Emilion,107,5.71,8631
7570516,Pancetta,169,5.09,2648
8896439,Sugar - Crumb,94,9.96,3615
2062458,"Pasta - Cannelloni, Sheets, Fresh",82,6.63,8273
3188449,Soup - Campbellschix Stew,119,6.25,4437
9470976,Bacon Strip Precooked,81,6.22,2648
4480648,"Salsify, Organic",98,7.43,9152
8083381,Coffee - Decaffeinato Coffee,169,9.15,9303
3002921,"Lid - High Heat, Super Clear",38,2.95,8474
7356481,Peppercorns - Pink,49,7.43,9303
6245847,Spice - Montreal Steak Spice,54,5.06,4437
3381602,Wiberg Super Cure,37,2.68,4252
6144911,Daves Island Stinger,89,8.83,9090
5089468,Wonton Wrappers,31,1.23,3917
1526829,Mountain Dew,14,3.62,4465
4037335,"Soup - Knorr, French Onion",173,4.24,9152
9341503,Lotus Root,149,4.91,7938
3501796,Cheese - Valancey,77,9.35,8474
9517330,Coffee - Hazelnut Cream,97,6.06,3594
9488226,Nantucket Cranberry Juice,8,3.95,4561
7891543,"Cheese - Cheddar, Old White",161,6.64,4418
1317798,Pomegranates,12,5.58,5976
1777116,Table Cloth 81x81 Colour,18,7.78,2717
5150066,Chervil - Fresh,66,3.63,1903
1396523,Soup Campbells Turkey Veg.,36,5.8,2905
3152841,Pie Filling - Cherry,169,5.58,4561
4156400,Pomegranates,14,9.09,5013
1294619,Crackers - Melba Toast,62,0.68,2250
6873237,Cookie Chocolate Chip With,24,1.83,3647
6389527,"Halibut - Whole, Fresh",46,0.92,4561
3257542,Pie Pecan,26,7.28,8216
1970733,Sloe Gin - Mcguinness,133,0.66,3917
2148807,Egg - Salad Premix,107,4.02,9090
1680060,Persimmons,0,2.67,4418
5595515,"Sauce - Soya, Light",127,2.67,4561
4046051,Energy Drink Bawls,167,8.45,8924
8940692,Mushroom - Lg - Cello,157,5.19,4465
1889326,Container Clear 8 Oz,126,8.19,2648
7774352,Cheese - Cream Cheese,65,5.9,1660
8623839,Pepper - Cubanelle,31,1.41,2717
4262338,Sauce - Oyster,59,4.54,1903
4887081,Taro Root,121,5.39,7356
9692133,Pork - Caul Fat,112,8.63,3154
1886333,Rabbit - Saddles,52,9.55,2250
4814136,Wine - Bouchard La Vignee Pinot,84,1.99,4465
3309982,Eggroll,106,1.44,1785
7615278,Appetizer - Southwestern,65,9.71,1903
5429954,French Pastry - Mini Chocolate,25,7.25,7938
8617524,"Croissant, Raw - Mini",89,5.91,2648
8888319,Campari,34,9.98,9143
3520054,"Water - Mineral, Carbonated",47,7.21,6584
4505111,Sweet Pea Sprouts,14,8.97,5949
6386088,Blueberries - Frozen,119,0.8,3917
1584101,Sugar - Icing,137,6.9,9303
5570170,Capicola - Hot,96,6.13,4561
7833117,Nut - Pumpkin Seeds,74,5.78,3917
4282027,Passion Fruit,89,8.69,2648
1753564,"Nut - Walnut, Chopped",54,5.67,7800
4845978,Bread - 10 Grain Parisian,55,3.15,3615
2399566,Crackers - Water,146,4.23,4418
3556597,"Wine - Red, Pinot Noir, Chateau",134,9.95,8216
4611293,Tea - Black Currant,157,2.65,3594
7351081,Spinach - Spinach Leaf,152,0.84,2250
7041255,Wine - Pinot Grigio Collavini,14,8.36,8631
3512430,Bread - Granary Small Pull,68,1.39,7938
6460193,"Veal - Inside, Choice",92,7.28,2717
1481227,Mix - Cocktail Strawberry Daiquiri,149,9.1,7356
2777621,"Cod - Salted, Boneless",41,1.35,2905
5893408,Rice - Long Grain,1,3.78,3615
8438854,Island Oasis - Strawberry,2,1.25,2648
7816092,"Beef - Ox Tail, Frozen",66,7.5,8273
1594013,Sprouts - Peppercress,171,8.34,6584
5289092,Curry Powder,34,4.33,8573
4691518,Russian Prince,91,9.3,4418
3388261,Rum - Mount Gay Eclipes,51,2.87,3615
2037000,Rice - Wild,0,7.31,8216
7433510,Pizza Pizza Dough,38,2.48,6915
7572188,Mackerel Whole Fresh,138,6.53,8273
6026401,Flour - Strong,114,3.98,4418
3248827,Fruit Salad Deluxe,91,7.9,2905
6866344,Bread - Calabrese Baguette,129,2.05,2250
1131176,Mushroom - Lg - Cello,164,5.61,3154
5500425,Beer - Molson Excel,66,0.61,5976
6057013,Trueblue - Blueberry 12x473ml,25,2.8,2903
8915389,Wine - Prosecco Valdobiaddene,74,3.56,2648
4832666,Buffalo - Tenderloin,54,0.61,3917
8800648,Quail Eggs - Canned,102,5.55,5420
6255909,Chutney Sauce,159,7.1,2903
9574449,"Seedlings - Buckwheat, Organic",22,7.1,5949
1708884,Cake - French Pear Tart,143,5.27,8273
5294754,Muffin Orange Individual,35,0.65,4252
8980912,Tuna - Bluefin,162,4.04,9152
1538628,"Pork - Butt, Boneless",138,6.41,9303
7201814,Wine - Lamancha Do Crianza,96,7.82,8631
1521595,Orange - Tangerine,45,4.55,9143
3191072,Chicken - White Meat With Tender,143,8.91,2250
3626573,Wine - Shiraz Wolf Blass Premium,26,7.62,7938
7256499,Tea - Jasmin Green,24,6.26,1903
9506018,Ham - Cooked Italian,0,6.31,2717
9911938,"Syrup - Monin, Irish Cream",13,4.49,7938
3150231,Chips - Doritos,0,8.74,5013
3411490,"Veal - Brisket, Provimi,bnls",166,9.32,2717
7515025,Table Cloth 53x69 White,13,3.98,8216
6017757,Wine - Riesling Alsace Ac 2001,9,2.25,8924
6673601,Five Alive Citrus,71,4.25,1903
1022756,Tea - English Breakfast,102,1.41,4437
1786817,Butcher Twine 4r,128,9.39,8573
4490164,Silicone Parch. 16.3x24.3,44,0.79,6584
4251232,Mints - Striped Red,158,7.53,7938
2395518,Curry Paste - Madras,102,9.33,4437
9080926,Wine - Merlot Vina Carmen,9,2.02,8216
4509850,Cake - Night And Day Choclate,39,1.16,6584
5204578,Muffin Batt - Carrot Spice,141,2.94,7800
9994381,Wine - Semi Dry Riesling Vineland,147,9.71,9152
5496554,"Juice - Cranberry, 341 Ml",47,5.22,3154
4456413,Pie Pecan,163,2.22,5949
1929495,Wine - Magnotta - Cab Franc,51,6.22,4561
8891397,Fennel - Seeds,31,7.23,8216
5267152,Muffin - Banana Nut Individual,0,9.39,9732
9941275,Bread - Crusty Italian Poly,19,7.75,1903
5395205,"Lid - 10,12,16 Oz",93,8.81,3594
7348993,Eel - Smoked,173,1.55,2905
2233523,Juice - Happy Planet,26,1.23,4465
2662074,Lamb - Bones,148,6.76,9152
1359495,Bok Choy - Baby,58,9.08,2905
7720819,"Wine - Red, Mouton Cadet",26,6.68,9090
8712038,"Soup - Campbells, Chix Gumbo",134,5.63,9090
3128031,Sesame Seed Black,153,1.44,4465
6158015,"Juice - Grapefruit, 341 Ml",0,8.56,2250
4678837,Chocolate - Milk,22,1.35,7938
7125093,Tea - Green,12,4.87,1903
6495532,Container - Clear 32 Oz,0,7.77,8631
6156835,"Pork - Ham, Virginia",133,7.56,8474
6971154,Glycerine,5,6.84,9143
6582838,"Lamb - Racks, Frenched",59,9.95,8273
5398383,Sour Puss Sour Apple,149,5.75,7800
5869489,Blue Curacao - Marie Brizard,146,4.91,3647
1555945,"Tart Shells - Barquettes, Savory",33,9.38,4561
7511712,Beer - Labatt Blue,6,7.98,2717
4501298,Bread Foccacia Whole,133,6.73,5976
1049684,Towel Multifold,143,4.69,9090
1388353,Beef - Inside Round,117,5.71,9303
2893877,"Sole - Dover, Whole, Fresh",61,6.92,3917
2898450,Sauce - Hp,53,4.87,3615
5661369,"Ranchero - Primerba, Paste",141,4.36,9303
8807231,Oven Mitt - 13 Inch,0,5.13,1785
7868833,Phyllo Dough,0,7.87,1660
5151074,"Cheese - Cheddar, Mild",0,8.14,8273
5476052,Cheese - Cheddar With Claret,79,5.36,8631
5715116,Yogurt - Assorted Pack,115,7.22,4437
2964753,Sole - Fillet,73,3.23,3917
5922181,Beef - Rib Eye Aaa,101,3.47,5420
8197034,Pastry - Lemon Danish - Mini,144,5.88,1521
6723104,Cheese - Swiss Sliced,101,4.96,7938
1617023,Pepper - Gypsy Pepper,17,7.46,1785
1906094,Nectarines,137,6.38,2648
2127537,Ice Cream - Fudge Bars,85,6.76,6584
8196507,Wine - Crozes Hermitage E.,159,3.19,4418
4238611,Bread - Raisin Walnut Oval,42,5.64,8631
3291555,Turkey - Ground. Lean,113,3.23,5976
5387828,Tomato Paste,175,0.47,7938
4208232,Tequila Rose Cream Liquor,69,7.01,8631
2403997,Cheese - Cambozola,134,8,5420
5047119,Bread - Olive Dinner Roll,0,3.51,7356
8469304,Muffin Hinge Container 6,8,0.58,4437
4121940,Bread - Hamburger Buns,24,4.76,3615
6971392,Cocoa Powder - Dutched,15,9.1,9090
2497464,Cheese - Grana Padano,165,2.14,2903
7401283,Maintenance Removal Charge,33,1.69,7938
9958794,Wine - Segura Viudas Aria Brut,78,9.63,3594
2114608,Wine - Cotes Du Rhone Parallele,64,5.87,8631
7162385,Brandy - Bar,99,0.57,9303
3808431,Lemonade - Pineapple Passion,131,8.27,4252
2833952,Oil - Hazelnut,79,5.04,4437
5567542,Wine - Montecillo Rioja Crianza,155,6.71,8474
4663475,Calypso - Pineapple Passion,102,7.72,7356
5394793,Chips Potato All Dressed - 43g,138,1.4,4465
6859395,"Soup - Knorr, Chicken Noodle",64,6.86,1660
7626563,Anisette - Mcguiness,113,6.61,3594
7939656,Wine - Shiraz South Eastern,136,7.12,5976
2899921,Lettuce - Belgian Endive,45,6.28,7356
9812991,"Yogurt - Raspberry, 175 Gr",62,3.05,3615
5907941,Wine - Red Oakridge Merlot,149,5.68,9090
8706802,"Jam - Raspberry,jar",157,9.28,2717
8187120,Latex Rubber Gloves Size 9,56,7.6,8573
2779116,"Nut - Almond, Blanched, Whole",143,4.68,4437
3274963,"Beef - Bones, Marrow",97,1.84,3647
5519643,Water - Aquafina Vitamin,18,4.71,3917
1013161,Truffle - Peelings,48,0.66,2648
6363291,Chips - Assorted,165,8.18,9143
2829784,Bar - Sweet And Salty Chocolate,58,0.48,1660
3175792,Squash - Butternut,91,2.17,8216
1481427,Cucumber - English,61,5.77,5013
9168007,Wine - Casablanca Valley,98,4,4418
3544255,Cookie - Dough Variety,22,5.35,1660
